excessvolumewczero,excessvolumewchange,pricechangeeffectivewchange,pricechangeeffectivewczero,,,,,,
-0.27,-0.21,-0.13,-100,,,,,,
-0.19,-0.26,-145,-1600,,,,,,
0.38,0.51,-9000,-2500,,,,,,
0.25,0.09,-0.93,-550,,,,,,
0.56,0.75,0.94,50,,,,,,
0.43,-0.28,-230,-14500,,,,,,
-0.16,0.15,70,-250,,,,,,
0.3,-0.51,0.85,-850,,,,,,
0.99,0.22,0,0,,,,,,
0.67,-0.23,1.1,-900,,,,,,
1.09,-0.14,-11,-6000,,,,,,
0.05,0.56,-18,-50,,,,,,
0.64,0.28,30,-5000,,,,,,
0.81,0.09,15.7,-7200,,,,,,
0.09,0.03,6.6,105,,,,,,
0.59,0.41,225,1400,,,,,,
0.04,0.06,168,-4500,,,,,,
0.55,0.1,2.1,-80,,,,,,
0.12,-0.14,-0.01,-700,,,,,,
0.59,-0.2,0.44,-1100,,,,,,
-0.38,-0.59,4,136,,,,,,
0.14,-0.49,-250,850,,,,,,
0.03,0.27,1.87,-1950,,,,,,
-0.35,0.13,200,800,,,,,,
0.23,-0.22,-0.4,-11000,,,,,,
0.06,0.55,-5800,-5000,,,,,,
0.01,-0.07,-0.29,-1600,,,,,,
1.78,0.07,-1.5,-560,,,,,,
0.68,0.98,12,-900,,,,,,
0.72,-0.1,-0.76,-1100,,,,,,
-0.15,-0.28,0.21,-12100,,,,,,
3.24,0.68,0.33,-225,,,,,,
0.1,0.04,0.64,700,,,,,,
0.1,-0.08,3.2,-2200,,,,,,
0.26,0.12,0.09,-1750,,,,,,
-0.14,0.06,0.26,500,,,,,,
0.14,0.4,0.76,-3900,,,,,,
-0.18,0.03,3.7,-8000,,,,,,
0.82,-0.01,26,6400,,,,,,
1.05,-0.26,-15,-850,,,,,,
0.24,-0.24,21,150,,,,,,
1.21,0.39,-49,2150,,,,,,
-0.06,0.05,-0.07,-350,,,,,,
0.65,0.01,0.85,-189000,,,,,,
0.9,0.1,0.6,-680,,,,,,
0.02,-0.2,-0.07,-1450,,,,,,
0.55,-0.08,-0.75,-940,,,,,,
0.35,0.4,-1200,650,,,,,,
0.81,0.26,-0.04,-2650,,,,,,
0.15,1.15,-46,-750,,,,,,
0.2,-0.22,-0.4,-6300,,,,,,
-0.17,-0.2,5.7,1250,,,,,,
-0.51,0.35,0.22,-1700,,,,,,
1.71,-0.13,-0.79,-200,,,,,,
0.56,-0.28,0.37,-250,,,,,,
-0.01,0.58,-0.6,-1100,,,,,,
-0.26,0.59,-0.1,-300,,,,,,
-0.11,-0.12,-0.41,-2750,,,,,,
0.95,-0.22,1.23,-5000,,,,,,
0.66,-0.15,-0.05,-95,,,,,,
-0.09,0.68,0.5,1.81,,,,,,
-0.3,-0.22,1.16,1.4,,,,,,
0,-0.3,-0.46,1.05,,,,,,
0,-0.19,0.01,0.77,,,,,,
0.08,0.13,-0.24,1.62,,,,,,
-0.31,0.71,-30500,0.62,,,,,,
-0.25,-0.29,0.37,-0.09,,,,,,
-0.27,0.2,-0.12,0.29,,,,,,
-0.51,-0.37,0.22,0.52,,,,,,
-0.04,0.05,-1600,1.82,,,,,,
-0.49,0.19,-2050,-0.09,,,,,,
-0.08,-0.31,0.79,0.12,,,,,,
-0.16,0.28,-16,-0.11,,,,,,
-0.32,0.13,-1.45,-1.45,,,,,,
0.44,-0.28,0.1,0.36,,,,,,
-0.08,0.1,-126,0.97,,,,,,
-0.59,-0.09,-195,0.56,,,,,,
-0.1,0.79,67.7,-0.26,,,,,,
-0.26,-0.34,34,0.26,,,,,,
-0.3,-0.26,-0.26,0.7,,,,,,
-0.12,0.33,-0.08,1.17,,,,,,
0.36,0.01,-0.44,0.19,,,,,,
0.16,0.34,20.5,-1,,,,,,
1.11,-0.04,-80,0.11,,,,,,
-0.16,1.05,0,-0.05,,,,,,
-0.53,0.49,-14,0.02,,,,,,
0.26,0.19,-0.42,-0.07,,,,,,
-0.01,1.11,-0.09,-0.04,,,,,,
0.11,0.46,40,0.08,,,,,,
0.38,-0.19,1500,0.21,,,,,,
-0.04,0.11,0.41,0.02,,,,,,
2.48,2.13,-1480,0.37,,,,,,
-0.26,0.32,-1188,0.05,,,,,,
-0.09,-0.54,3.7,0.64,,,,,,
0.12,0.32,-0.55,0.11,,,,,,
-0.42,-0.48,-13.6,-0.05,,,,,,
0.14,-0.06,-1.1,0.77,,,,,,
0.02,0.16,0.03,-0.05,,,,,,
-0.12,0.91,0.41,0.03,,,,,,
-0.04,-0.41,0.23,0.04,,,,,,
-0.23,-0.32,0.59,-0.05,,,,,,
-0.31,-0.12,-0.15,0.07,,,,,,
0.73,0.08,-515,-0.03,,,,,,
0.26,-0.24,-0.06,-0.21,,,,,,
-0.03,0.15,-1.89,0.02,,,,,,
-0.37,0.08,1.55,0.1,,,,,,
-0.32,0.09,-5000,-0.01,,,,,,
0.57,0.1,-0.22,0.64,,,,,,
-0.47,-0.11,0.82,-2.85,,,,,,
-0.5,-0.02,-0.15,-0.49,,,,,,
0.19,0.03,1150,0.08,,,,,,
0.03,-0.2,11,2.7,,,,,,
-0.41,0.02,-0.68,-0.08,,,,,,
0.4,0.29,-2.73,1.02,,,,,,
-0.26,0.17,1.26,1.85,,,,,,
-0.25,0.44,2000,-1.5,,,,,,
0.29,0.02,-0.46,-0.05,,,,,,
0.74,-0.11,0.85,-8.15,,,,,,
0.03,-0.34,1.81,7,,,,,,
0.44,0.17,-3.55,56.7,,,,,,
-0.39,-0.18,2.4,6.95,,,,,,
-0.27,0.55,-0.28,0.63,,,,,,
-0.11,-0.36,-1.85,0.33,,,,,,
-0.6,0.26,0.19,0.35,,,,,,
-0.48,-0.22,-0.83,7.15,,,,,,
-0.13,-0.06,0.57,4.59,,,,,,
-0.34,0.06,0.09,1.03,,,,,,
1.3,-0.15,-4.2,-1.4,,,,,,
-0.18,0.5,2.94,0.81,,,,,,
-0.47,-0.01,-4.7,-0.02,,,,,,
-0.6,-0.26,-0.69,8.4,,,,,,
2.06,-0.22,-21,-0.11,,,,,,
-0.33,0.79,-4900,-1.3,,,,,,
0.17,-0.23,-500,0.9,,,,,,
-0.01,0.09,-1.08,-0.01,,,,,,
0.19,-0.15,-5.9,0.68,,,,,,
-0.39,-0.06,0.99,0.12,,,,,,
-0.42,-0.16,-7,0.1,,,,,,
-0.46,-0.06,0.05,0.24,,,,,,
-0.3,0.16,2.1,-1.8,,,,,,
0.18,0.39,3.55,-0.42,,,,,,
0.1,-0.13,87,0,,,,,,
0.12,-0.5,-0.02,-2,,,,,,
0.11,-0.07,0.1,0.4,,,,,,
-0.45,-0.07,3.53,-0.04,,,,,,
-0.26,1.42,-0.05,-0.5,,,,,,
-0.15,0.56,-15000,-0.04,,,,,,
-0.43,0.65,2400,-0.06,,,,,,
0.34,0.33,0.75,-1.6,,,,,,
-0.24,-0.07,-275,-0.04,,,,,,
0.2,1.13,0.05,-0.4,,,,,,
-0.27,0,0.85,-0.12,,,,,,
-0.52,0.46,-139,-1,,,,,,
-0.3,0.24,-44.15,-1.2,,,,,,
-0.3,0.3,220,0.25,,,,,,
0.07,0.07,-0.08,-0.4,,,,,,
0.41,0.09,-0.38,-2.25,,,,,,
-0.55,-0.52,0.04,-0.1,,,,,,
-0.39,-0.15,0.28,-0.24,,,,,,
-0.62,-0.02,-67,-0.15,,,,,,
-0.62,-0.19,-0.01,-0.3,,,,,,
-0.35,0.35,0.15,-0.75,,,,,,
-0.03,0.18,-0.06,-2.5,,,,,,
0.02,2.18,-0.67,-0.04,,,,,,
0,-0.2,19.55,0,,,,,,
-0.39,0.5,-980,-0.4,,,,,,
-0.66,-0.21,15,-0.2,,,,,,
-0.19,1.04,-2350,0.15,,,,,,
-0.07,-0.62,-0.01,-0.06,,,,,,
-0.18,0.04,-0.1,-0.7,,,,,,
-0.32,0.02,0.14,-0.3,,,,,,
-0.28,-0.07,0.35,-0.03,,,,,,
-0.75,-0.3,-0.49,-0.28,,,,,,
0.02,-0.05,-0.17,0.15,,,,,,
-0.43,-0.19,-100,0.1,,,,,,
1.35,-0.1,1.77,-2.5,,,,,,
-0.25,-0.05,450,-1.15,,,,,,
-0.29,-0.13,-0.06,-0.8,,,,,,
-0.43,0.23,-190,0.2,,,,,,
-0.34,0.51,0.13,-1.3,,,,,,
1.29,0.12,-738,-0.13,,,,,,
-0.23,-0.25,0.45,-0.5,,,,,,
0.2,-0.19,-0.05,-0.4,,,,,,
-0.79,-0.58,0.2,0,,,,,,
0.8,0.49,-7.77,3.25,,,,,,
-0.45,0.64,-560,-0.5,,,,,,
-0.01,-0.32,0.16,-0.25,,,,,,
-0.55,0.47,-3000,-1.5,,,,,,
-0.05,-0.51,210,-0.2,,,,,,
0.41,-0.25,0,0,,,,,,
0.06,-0.11,1.15,-0.5,,,,,,
0.25,0.07,0.18,-0.85,,,,,,
-0.53,-0.22,-1.5,0.1,,,,,,
0.18,-0.07,0.18,-0.38,,,,,,
-0.46,0,88,0.04,,,,,,
0.09,0.19,-12.5,-0.19,,,,,,
-0.29,-0.76,-0.01,-0.21,,,,,,
0.68,-0.04,1.86,0.14,,,,,,
0.36,-0.43,0.02,-0.38,,,,,,
-0.65,0.02,1.51,0.05,,,,,,
-0.28,-0.16,-0.43,-0.18,,,,,,
-0.67,-0.27,1.58,0.06,,,,,,
0.08,-0.39,0.22,0.02,,,,,,
0.17,-0.26,-0.5,0.84,,,,,,
-0.11,0.2,-0.05,-0.57,,,,,,
-0.25,-0.44,0.32,0.32,,,,,,
0.18,1.84,-0.85,0.63,,,,,,
0.43,0.11,-210,-0.16,,,,,,
2.04,-0.14,100,-0.95,,,,,,
-0.03,-0.37,9,-0.02,,,,,,
-0.18,-0.51,0,0.15,,,,,,
-0.15,-0.41,-0.01,0.04,,,,,,
0.87,-0.23,-0.61,-0.82,,,,,,
0.17,0.3,0.75,-1.36,,,,,,
0.27,-0.25,-0.65,2.9,,,,,,
0.05,0.03,-4700,-1.79,,,,,,
0.18,-0.55,0.12,-0.24,,,,,,
0.06,-0.25,-0.45,-0.34,,,,,,
1.1,-0.18,0.5,-1.39,,,,,,
0.06,-0.29,0.12,-0.11,,,,,,
-0.69,0.65,-111,0.06,,,,,,
-0.08,0.08,-0.12,-0.1,,,,,,
-0.11,-0.39,-4,-18,,,,,,
0.09,-0.09,0,10.5,,,,,,
0.82,-0.29,-0.24,0.4,,,,,,
-0.21,-0.19,151,0.15,,,,,,
-0.6,0.57,0,-0.75,,,,,,
-0.49,-0.3,1.2,-0.2,,,,,,
-0.01,0.33,5,0.1,,,,,,
-0.46,-0.06,7.5,6,,,,,,
0.41,-0.13,-0.2,-38,,,,,,
0.08,1.08,0.75,-0.9,,,,,,
0.1,0.03,2,-1.2,,,,,,
-0.33,-0.16,0.17,-0.13,,,,,,
-0.41,0.24,165,-0.02,,,,,,
0.09,0.77,-0.12,-2,,,,,,
-0.64,0.34,-70,-0.1,,,,,,
-0.22,0.21,-0.2,4.5,,,,,,
0.28,0.09,40,-9.4,,,,,,
0.14,-0.45,-0.29,-3.7,,,,,,
-0.65,0.34,-1.03,0.2,,,,,,
0.06,0.43,-400,-0.5,,,,,,
0.13,-0.21,-0.49,-0.2,,,,,,
0.3,-0.38,150,-0.6,,,,,,
-0.05,1.16,92,-0.35,,,,,,
-0.52,-0.26,-0.18,-0.35,,,,,,
0.1,-0.06,0.59,-8,,,,,,
-0.2,-0.42,-0.02,-0.25,,,,,,
0.58,1.48,12.1,-3.04,,,,,,
-0.53,-0.11,0.93,1.5,,,,,,
-0.19,0.33,-0.46,0.07,,,,,,
0.31,-0.19,-36.6,-215,,,,,,
-0.38,1.08,-205,-0.6,,,,,,
0.68,-0.02,-2,-0.11,,,,,,
-0.17,-0.09,-200,0.15,,,,,,
-0.63,0.55,0.17,1.3,,,,,,
-0.24,0.66,-0.11,0.15,,,,,,
-0.51,-0.18,0.02,-0.15,,,,,,
-0.38,-0.23,25,1.2,,,,,,
-0.05,-0.13,0.76,1.85,,,,,,
-0.18,3.36,-0.1,-0.15,,,,,,
0.34,0.35,-0.75,-0.6,,,,,,
-0.45,-0.13,-0.17,-3,,,,,,
-0.69,-0.12,0.15,0.85,,,,,,
-0.31,-0.21,707,1.25,,,,,,
-0.59,-0.42,2.1,0.1,,,,,,
-0.63,-0.05,25,-0.3,,,,,,
-0.47,0.41,1600,-0.2,,,,,,
-0.12,0.17,700,-0.16,,,,,,
0.35,-0.2,-0.69,-0.95,,,,,,
-0.03,-0.01,-11500,-1.75,,,,,,
0.04,-0.55,-0.22,0,,,,,,
-0.27,0.3,37.5,0.05,,,,,,
0.15,0.04,-1.5,1,,,,,,
0.23,-0.6,-6.8,-4.5,,,,,,
0.86,-0.11,-20,-11,,,,,,
0.92,-0.64,6.05,2.5,,,,,,
-0.81,0.47,-86,-0.85,,,,,,
-0.15,1.54,2.9,-7,,,,,,
-0.22,-0.01,-0.6,-1.85,,,,,,
1.15,-0.11,-0.41,-2.9,,,,,,
-0.37,-0.18,-0.34,0.03,,,,,,
0.07,-0.58,0.07,-0.45,,,,,,
-0.41,-0.15,-0.36,-1.5,,,,,,
-0.5,-0.1,43,-0.35,,,,,,
-0.48,-0.24,-1.2,0.3,,,,,,
-0.38,-0.03,72,-0.85,,,,,,
-0.61,-0.1,-0.08,1.8,,,,,,
-0.6,0.17,4.6,-0.01,,,,,,
-0.1,0.1,-0.5,1.2,,,,,,
-0.52,-0.09,-0.89,-0.15,,,,,,
-0.26,0.82,-0.47,-16,,,,,,
-0.11,-0.1,-1.35,-0.15,,,,,,
0.5,-0.26,0,-0.45,,,,,,
-0.54,0.29,-0.01,-1.3,,,,,,
-0.31,0.73,-0.03,-0.05,,,,,,
-0.19,0.98,-0.41,3.8,,,,,,
-0.13,-0.62,4.49,0.14,,,,,,
-0.65,0.16,-0.05,-0.29,,,,,,
0.05,0.61,-0.02,-1.1,,,,,,
0.16,-0.06,13.2,14.5,,,,,,
-0.33,0.11,1.4,0.9,,,,,,
0.54,0.76,-2.8,-2,,,,,,
0.19,0.49,-4.5,-3,,,,,,
-0.04,0.03,-0.08,0.05,,,,,,
-0.42,0,0.74,1.5,,,,,,
-0.37,0.05,5.83,-0.5,,,,,,
-0.12,0.13,-16000,21,,,,,,
0.32,0.88,18.35,-1.3,,,,,,
-0.35,-0.22,-1100,0.8,,,,,,
-0.38,-0.53,0.75,-1.3,,,,,,
-0.54,0.38,-1.5,1,,,,,,
-0.35,0.41,149.9,-2,,,,,,
-0.63,-0.02,-0.25,-0.1,,,,,,
-0.54,0.47,3,-0.7,,,,,,
0.11,0.29,-2.65,-7.5,,,,,,
-0.15,-0.39,0.3,-1.15,,,,,,
-0.57,0.38,-0.9,0.9,,,,,,
-0.43,-0.7,-2,-5.5,,,,,,
0.41,-0.13,-0.07,2.1,,,,,,
-0.5,0.05,-0.32,8.5,,,,,,
-0.5,0.21,-3.58,-0.05,,,,,,
0.69,0.62,-0.3,-1.3,,,,,,
-0.24,-0.44,1.95,1,,,,,,
-0.31,-0.33,-0.02,0.35,,,,,,
-0.03,0.23,-0.47,-0.5,,,,,,
0.2,-0.36,1.19,0.85,,,,,,
-0.26,1.24,0.05,-0.2,,,,,,
0.62,-0.23,1.2,-1.05,,,,,,
-0.43,0.68,-0.16,-0.15,,,,,,
0.85,-0.29,5,-4.1,,,,,,
-0.38,-0.14,-0.68,-0.4,,,,,,
-0.32,0,-0.45,0.9,,,,,,
-0.36,0,80,-0.85,,,,,,
-0.56,0.67,-9.5,-3.65,,,,,,
-0.14,-0.2,-1.25,1.3,,,,,,
-0.12,-0.1,0.05,10,,,,,,
-0.52,-0.15,1.95,-0.65,,,,,,
-0.01,0.72,-8.76,-0.7,,,,,,
-0.43,0.23,-21.5,0.3,,,,,,
1.95,0.39,1.06,-20.5,,,,,,
0.62,-0.09,0.73,-0.42,,,,,,
-0.25,0.33,-1.26,-0.65,,,,,,
0.18,0.32,-3.03,0.05,,,,,,
-0.49,-0.03,-2.35,0.45,,,,,,
-0.44,0.02,-0.09,0,,,,,,
-0.19,-0.28,0.56,1.5,,,,,,
-0.38,0.16,-2.27,-0.9,,,,,,
0.17,-0.24,0.31,-0.5,,,,,,
-0.46,-0.37,0.77,0.6,,,,,,
-0.38,-0.43,2.8,0.85,,,,,,
0.45,-0.31,126,-2,,,,,,
0.63,0.11,-100,-0.2,,,,,,
-0.08,-0.03,-0.17,-0.3,,,,,,
0.02,-0.26,1.02,-2.6,,,,,,
-0.27,-0.37,0.01,3.8,,,,,,
0.17,-0.21,-0.3,-4.2,,,,,,
-0.37,-0.3,0.45,15,,,,,,
-0.05,0.16,1.1,0.5,,,,,,
-0.36,0.13,105,-1.4,,,,,,
-0.56,-0.21,-0.2,-1.15,,,,,,
0.13,-0.23,0.68,1.35,,,,,,
-0.25,-0.13,1.44,0.4,,,,,,
-0.49,0.06,-2.57,-2.2,,,,,,
-0.3,-0.26,1.61,-0.1,,,,,,
-0.33,-0.3,0.12,-0.45,,,,,,
-0.52,-0.14,-0.95,-0.4,,,,,,
-0.55,-0.04,0.46,-0.15,,,,,,
0.2,0.41,162,-5.9,,,,,,
0.72,0.46,-3.5,-1.55,,,,,,
-0.12,0.06,0.25,3.6,,,,,,
-0.56,-0.13,1.04,-0.5,,,,,,
0.12,-0.1,0.36,-0.5,,,,,,
0.04,-0.07,0.01,-0.3,,,,,,
0.99,0.61,0.05,-34.5,,,,,,
-0.32,0.51,-26.85,-1.2,,,,,,
-0.24,-0.61,-355,-1,,,,,,
-0.41,-0.1,0.19,-1.5,,,,,,
-0.41,-0.37,-0.07,0.05,,,,,,
-0.55,0.06,-15,0.1,,,,,,
-0.27,-0.11,-0.1,-2,,,,,,
0.39,-0.6,-0.07,1.95,,,,,,
-0.22,0.96,10.9,-0.45,,,,,,
-0.04,0.05,-7.4,-1,,,,,,
-0.43,-0.16,0.15,33,,,,,,
0.01,-0.1,19.3,27,,,,,,
-0.18,-0.17,8.05,1810,,,,,,
-0.18,0.09,-43.3,-133,,,,,,
-0.27,0.13,-43,-229,,,,,,
-0.39,0.46,-2,60,,,,,,
-0.29,-1,0,-105,,,,,,
-0.56,0.06,-0.05,-71,,,,,,
-0.15,0.09,0.04,2,,,,,,
0.2,-0.4,0.03,360,,,,,,
-0.54,-0.18,0,59,,,,,,
-0.32,0.14,10,28,,,,,,
0.34,0,0.73,1389,,,,,,
-0.3,0.46,-2.2,54,,,,,,
-0.13,0.85,6.55,407,,,,,,
-0.56,-0.39,-2.65,-360,,,,,,
-0.46,1.13,-50.9,776,,,,,,
0.24,-0.04,-1.75,197,,,,,,
-0.63,-0.65,0.02,121,,,,,,
-0.64,0.49,-6.48,83,,,,,,
-0.24,-0.36,0.32,-39,,,,,,
-0.05,-0.01,-48.45,621,,,,,,
0.08,0.2,-5.6,0,,,,,,
-0.2,-0.36,24.95,406,,,,,,
-0.37,1.06,-0.06,111,,,,,,
0.49,0.36,3.35,-199,,,,,,
-0.43,0.23,7,404,,,,,,
-0.51,-0.33,-0.2,0.65,,,,,,
-0.05,0.35,0.32,-0.17,,,,,,
-0.29,-0.35,0.05,0.36,,,,,,
0.47,-0.15,-0.12,0.21,,,,,,
-0.13,-0.14,0.42,-1.97,,,,,,
-0.1,-0.02,-0.8,-0.02,,,,,,
0.08,-0.11,-110,1.31,,,,,,
-0.22,-0.74,0,-4.1,,,,,,
-0.24,-0.01,-0.13,-0.31,,,,,,
-0.19,0.01,-5.6,0.25,,,,,,
-0.38,-0.12,0.27,-0.36,,,,,,
0.13,-0.55,6.5,-0.1,,,,,,
-0.3,-0.62,-0.02,-0.05,,,,,,
0.05,-0.16,-0.08,0.56,,,,,,
-0.05,-0.07,1250,-0.08,,,,,,
0.16,0.67,17.75,0.2,,,,,,
-0.04,-0.04,0.07,2.05,,,,,,
-0.36,0.28,3.49,0.53,,,,,,
-0.08,0.11,-0.13,0.39,,,,,,
-0.08,0.14,2.4,-2.05,,,,,,
0.01,-0.2,0.53,-0.7,,,,,,
-0.09,-0.21,0.39,0.63,,,,,,
-0.22,-0.48,0.65,0.91,,,,,,
0.13,0.02,7.25,-1.08,,,,,,
0.28,-0.3,16,-5500,,,,,,
0.71,-0.12,-0.05,-0.77,,,,,,
-0.08,-0.04,-2.6,0.82,,,,,,
-0.6,0.21,-0.02,0,,,,,,
-0.27,-0.03,-2.21,-2.3,,,,,,
-0.13,-0.21,0.01,-0.35,,,,,,
-0.14,0.13,-1.2,4.35,,,,,,
-0.33,-0.19,0.4,1.06,,,,,,
-0.09,0.16,-1.56,-3.75,,,,,,
0.31,-0.04,1.8,0.21,,,,,,
-0.19,0.11,-6.75,-0.75,,,,,,
-0.32,0.16,-850,-0.55,,,,,,
-0.24,-0.34,0.22,-3.25,,,,,,
-0.31,-0.34,-0.01,-0.12,,,,,,
0.16,0.45,5.14,4.46,,,,,,
-0.02,0.17,-16.5,-3.18,,,,,,
-0.08,-0.08,11.25,-3.14,,,,,,
-0.26,0.61,-1.45,-1.9,,,,,,
-0.28,-0.56,0.03,12.9,,,,,,
0.29,0.3,126.5,2.33,,,,,,
0.28,-0.07,-0.27,-1.56,,,,,,
0.69,-0.29,-32,-4.6,,,,,,
-0.17,1.13,-0.68,-0.76,,,,,,
-0.06,0.31,-3,-1.02,,,,,,
-0.06,0.09,0.95,-1.84,,,,,,
-0.27,0.55,-0.3,0.2,,,,,,
0.02,-0.29,-0.02,-0.38,,,,,,
-0.08,-0.32,-0.12,-0.02,,,,,,
-0.15,-0.4,-50,877,,,,,,
0,-0.28,20,-0.32,,,,,,
-0.27,-0.12,-0.06,0.02,,,,,,
-0.29,0.16,0.19,0.55,,,,,,
-0.13,-0.21,0.33,-7.9,,,,,,
0.16,-0.27,-0.29,-1.75,,,,,,
0,0.13,154,-2.06,,,,,,
-0.1,0.06,15,3.48,,,,,,
0.05,-0.38,0.63,1.5,,,,,,
0.24,0.13,11.2,-0.36,,,,,,
-0.11,0.24,-170,0.94,,,,,,
-0.13,1,-700,0.29,,,,,,
0.02,-0.21,-0.2,-0.07,,,,,,
0.12,-0.1,-7.15,-0.03,,,,,,
0.01,-0.4,8.5,-16.21,,,,,,
-0.31,-0.73,-12,0.28,,,,,,
-0.36,0.35,-0.54,-0.25,,,,,,
0.2,-0.23,-1,3.36,,,,,,
-0.1,-0.23,-0.69,0.9,,,,,,
-0.33,-0.7,-0.4,0.84,,,,,,
-0.08,0.41,-2.91,0.62,,,,,,
-0.35,0.66,0.83,0.11,,,,,,
-0.09,0.1,-1.86,-2.87,,,,,,
-0.17,0.21,-4.35,-0.52,,,,,,
-0.01,0.04,-3.65,-16.44,,,,,,
0.28,0.03,5.95,-4.37,,,,,,
-0.12,-0.11,-0.94,0.91,,,,,,
-0.12,0.18,1.32,-0.45,,,,,,
0.21,0.31,-2.15,-2.1,,,,,,
-0.29,0.22,-0.4,28,,,,,,
0.15,0.43,1.41,1.19,,,,,,
0.02,-0.23,0.05,0.09,,,,,,
-0.04,-0.29,-2.5,-0.72,,,,,,
0.21,-0.17,-0.22,3.1,,,,,,
-0.04,-0.34,-0.1,-1.4,,,,,,
-0.13,0.1,-3.2,0.38,,,,,,
0.13,0.85,-1600,0.78,,,,,,
-0.01,0.45,-0.1,-0.79,,,,,,
-0.16,0.37,0.39,-0.31,,,,,,
-0.14,-0.29,-0.6,-0.15,,,,,,
-0.06,0.06,-1.18,0.29,,,,,,
-0.14,-0.19,0.04,-0.51,,,,,,
0.35,-0.02,-1.07,-0.75,,,,,,
-0.2,-0.1,-7.8,0.27,,,,,,
-0.32,0.22,-3.31,534,,,,,,
-0.22,0.14,-0.06,-1.29,,,,,,
0.04,-0.36,0.2,-5.38,,,,,,
0.21,-0.58,-0.67,8.34,,,,,,
-0.24,0.38,-51,-2.1,,,,,,
-0.43,-0.28,0.13,3.4,,,,,,
0.06,-0.29,-0.04,-1.4,,,,,,
0.03,1.49,-0.57,0.72,,,,,,
0.27,0.23,-0.67,-2.44,,,,,,
-0.02,0.38,-146,-1.6,,,,,,
-0.04,-0.09,0.09,-2.19,,,,,,
-0.12,-0.19,0.5,-2.91,,,,,,
-0.27,0.87,-0.03,1.2,,,,,,
0.24,0.59,-1.28,0.65,,,,,,
-0.16,0.95,-0.84,2.34,,,,,,
-0.02,1.6,47.1,-4.18,,,,,,
0.15,-0.19,-0.04,1.25,,,,,,
-0.52,0.65,-9.93,1.04,,,,,,
-0.06,0.66,-280,5.02,,,,,,
-0.24,0.29,160,1.26,,,,,,
-0.19,-0.06,-0.92,-1.5,,,,,,
-0.02,0.12,0.04,1.88,,,,,,
0.05,-0.02,-0.03,0.74,,,,,,
-0.12,0.22,-7400,-2.81,,,,,,
-0.02,0.86,0.04,15.51,,,,,,
-0.03,0.31,-0.02,-0.96,,,,,,
-0.25,0.11,2.55,0.5,,,,,,
0.26,0.34,1.5,2.5,,,,,,
-0.2,-0.01,2.01,0.89,,,,,,
-0.02,-0.12,-110,-0.86,,,,,,
-0.04,0.05,0,4.3,,,,,,
0.26,-0.24,0.04,1.6,,,,,,
0.04,0.1,17.75,-0.32,,,,,,
0.15,0.85,-1.5,0.6,,,,,,
-0.01,0.24,0.77,-2.33,,,,,,
0.28,0.27,0.21,-0.25,,,,,,
-0.06,-0.17,-0.12,-1.2,,,,,,
0.23,-0.13,-0.06,-0.3,,,,,,
-0.26,-0.12,-13500,-0.1,,,,,,
0.02,0.56,-1277,-0.7,,,,,,
-0.32,0.35,-0.22,0.89,,,,,,
0.44,2.19,-1290,-32.5,,,,,,
0.12,0.09,0.6,-0.26,,,,,,
-0.18,0.05,-2.65,2650,,,,,,
-0.21,0.46,-2.3,0.55,,,,,,
-0.09,0.03,0,-1.14,,,,,,
-0.11,-0.34,0.86,-3.97,,,,,,
-0.42,-0.52,-80,-0.55,,,,,,
-0.48,1.3,-5.4,1.32,,,,,,
-0.32,-0.04,0,-0.92,,,,,,
0.19,1.25,-7.88,0.9,,,,,,
-0.1,-0.16,1.43,1.33,,,,,,
0.8,-0.2,0.06,0.04,,,,,,
0.04,0.31,-0.72,-2.6,,,,,,
0.34,0.47,0.69,0.07,,,,,,
-0.33,-0.22,-0.75,-1.41,,,,,,
-0.05,0.49,13.5,2.21,,,,,,
0.82,-0.16,-62.65,-2.88,,,,,,
0.21,-0.53,0,-6.67,,,,,,
-0.2,0.46,-15.65,-0.26,,,,,,
0.46,-0.49,-0.05,2.7,,,,,,
-0.17,-0.42,-2.7,-0.81,,,,,,
0.26,0.57,0,0.12,,,,,,
0.04,-0.15,85,-0.05,,,,,,
0.72,0.8,-0.02,-2000,,,,,,
0.05,0.72,-0.72,-1.07,,,,,,
0.59,-0.65,-11,0.4,,,,,,
-0.34,-0.17,0.22,-0.04,,,,,,
-0.35,0.14,-14.7,0.06,,,,,,
0.06,-0.13,-4.2,0.37,,,,,,
0.05,0.4,-0.83,-1.77,,,,,,
-0.25,-0.29,0.59,-3.68,,,,,,
-0.42,-0.23,-0.13,1.9,,,,,,
0.05,0.13,-306,2.34,,,,,,
-0.18,0.31,-25.6,0.13,,,,,,
-0.21,-0.62,-3.5,0.97,,,,,,
-0.1,0.27,5.1,0.85,,,,,,
0.4,-0.44,-4.5,-7.29,,,,,,
0.09,-0.4,-0.74,4.35,,,,,,
-0.03,0.68,-2.5,0.43,,,,,,
0.12,0.14,-17,0.95,,,,,,
0.23,0.23,-11,-0.37,,,,,,
0.23,0.29,-13.1,-2.85,,,,,,
-0.37,0.11,-1.83,-0.58,,,,,,
-0.18,0.84,0.2,-0.58,,,,,,
-0.24,-0.01,-2.06,-0.02,,,,,,
0.06,0.37,-4.45,1.1,,,,,,
-0.39,0.19,-0.35,3.1,,,,,,
0.28,0.68,-1.56,1.92,,,,,,
0.18,1.32,-3000,-1.18,,,,,,
