country,marketclass,pro_forma_gics_industry_group_name,weightchange,excessvolume,pricechangeeffective
SWEDEN,DMSC,Capital Goods,0.001333,-0.549770433,0.1193
JAPAN,DMSC,Commercial & Professional Services,0.00133,0.10701332,-210
HONG KONG,DMSC,Consumer Durables & Apparel,0.001329,1.841878148,-0.85
USA,DMSC,Consumer Durables & Apparel,0.001325,-0.439074487,0.32
USA,DMSC,Software & Services,0.001321,0.20064508,-0.05
USA,DMSC,Energy,0.001318,-0.264973446,-0.5
USA,DMSC,Energy,0.001315,-0.389890043,0.22
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.001313,-0.26816832,1.58
USA,DMSC,Software & Services,0.001311,-0.156302331,-0.43
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.001305,0.015688319,1.51
CHINA,EMSC,Consumer Durables & Apparel,0.001292,-0.434443857,0.02
USA,DMSC,Banks,0.001291,-0.044260384,1.86
USA,DMSC,Materials,0.001285,-0.756986962,-0.01
SWEDEN,DMSC,Health Care Equipment & Services,0.001279,0.185592938,-12.5
JAPAN,DM,Software & Services,0.001278,0.002816901,88
USA,DMSC,Energy,0.001276,-0.066433884,0.18
USA,DMSC,Capital Goods,0.001271,-0.224660857,-1.5
USA,DMSC,Energy,0.001268,0.072460153,0.18
USA,DMSC,Banks,0.001267,-0.106524448,1.15
AUSTRALIA,DM,Real Estate,0.001264,-0.246126645,0
JAPAN,DMSC,Software & Services,0.001262,-0.505706835,210
KOREA,EMSC,Capital Goods,0.001261,0.470415909,-3000
CHINA,EMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.001258,-0.316022878,0.16
KOREA,EMSC,Semiconductors & Semiconductor Equipment,0.001254,0.641972354,-560
SWITZERLAND,DMSC,Capital Goods,0.001253,0.48975024,-7.7746
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.001252,-0.583317983,0.2
USA,DMSC,Banks,0.001251,-0.247338594,0.45
CHINA,EMSC,Real Estate,0.001251,-0.189920674,-0.05
KOREA,EMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.00125,0.78513324,-4900
KOREA,EMSC,Household & Personal Products,0.00125,-0.228001872,-500
GERMANY,DM,Media,0.00125,0.087786016,-1.078
DENMARK,DMSC,Food Beverage & Tobacco,0.00125,-0.14526589,-5.9
ITALY,DMSC,Materials,0.00125,-0.064688949,0.99
JAPAN,DMSC,Commercial & Professional Services,0.00125,-0.161395674,-7
SWITZERLAND,DMSC,Diversified Financials,0.00125,-0.061056405,0.05
NORWAY,DMSC,Real Estate,0.00125,0.1649444,2.1
SWITZERLAND,DM,Consumer Durables & Apparel,0.00125,0.386877934,3.55
JAPAN,DMSC,Consumer Durables & Apparel,0.00125,-0.131000192,87
CHINA,EMSC,Materials,0.00125,-0.495059003,-0.02
FINLAND,DMSC,Transportation,0.00125,-0.06811,0.1
FRANCE,DMSC,Transportation,0.00125,-0.074342547,3.53
USA,DMSC,Real Estate,0.00125,1.417811611,-0.05
KOREA,EM,Food & Staples Retailing,0.00125,0.559294616,-15000
KOREA,EMSC,Materials,0.00125,0.649835307,2400
ITALY,DMSC,Capital Goods,0.00125,0.333698159,0.75
JAPAN,DMSC,Food & Staples Retailing,0.00125,-0.070945327,-275
TAIWAN,EMSC,Capital Goods,0.00125,1.127463033,0.05
AUSTRALIA,DM,Automobiles & Components,0.00125,-0.000228249,0.85
JAPAN,DMSC,Food & Staples Retailing,0.00125,0.4599559,-139
INDIA,EMSC,Capital Goods,0.00125,0.242284847,-44.15
KOREA,EMSC,Capital Goods,0.00125,0.301173904,220
TURKEY,EMSC,Banks,0.00125,0.072773398,-0.083
ITALY,DMSC,Transportation,0.00125,0.094296872,-0.38
ITALY,DMSC,Consumer Durables & Apparel,0.00125,-0.515843853,0.04
USA,DMSC,Diversified Financials,0.00125,-0.153205311,0.28
SOUTH AFRICA,EM,Banks,0.00125,-0.017825046,-67
CHINA,EMSC,Household & Personal Products,0.00125,-0.188376545,-0.01
SWITZERLAND,DMSC,Media,0.00125,0.350441346,0.1531
USA,DMSC,Real Estate,0.00125,0.183174033,-0.06
FRANCE,DMSC,Retailing,0.00125,2.184392444,-0.67
INDIA,EMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.00125,-0.200783778,19.55
ISRAEL,DMSC,Insurance,0.00125,0.498371242,-980
JAPAN,DMSC,Diversified Financials,0.00125,-0.212539163,15
KOREA,EMSC,Food Beverage & Tobacco,0.00125,1.043151019,-2350
MALAYSIA,EMSC,Energy,0.00125,-0.618416119,-0.005
USA,DMSC,Retailing,0.00125,0.037056359,-0.1
MALAYSIA,EM,Food Beverage & Tobacco,0.00125,0.01683651,0.14
USA,DMSC,Energy,0.00125,-0.073797068,0.35
FRANCE,DMSC,Food Beverage & Tobacco,0.00125,-0.304199203,-0.49
CHINA,EMSC,Diversified Financials,0.00125,-0.054189235,-0.17
KOREA,EMSC,Capital Goods,0.00125,-0.186026045,-100
BRAZIL,EMSC,Utilities,0.00125,-0.098007613,1.77
KOREA,EMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.00125,-0.049831841,450
CHINA,EM,Diversified Financials,0.00125,-0.128359476,-0.06
KOREA,EMSC,Real Estate,0.00125,0.233067139,-190
FRANCE,DMSC,Media,0.00125,0.509750147,0.127
SOUTH AFRICA,EM,Insurance,0.00125,0.124304089,-738
UNITED KINGDOM,DMSC,Software & Services,0.001242,-0.222092204,-21
USA,DMSC,Media,0.001241,-0.257079532,-0.69
SWEDEN,DMSC,Consumer Durables & Apparel,0.001225,-0.013443889,-4.7
USA,DMSC,Banks,0.001216,0.498320565,2.94
SWEDEN,DMSC,Real Estate,0.001215,-0.14702014,-4.2
MALAYSIA,EMSC,Capital Goods,0.001213,0.056933744,0.09
USA,DMSC,Energy,0.001206,-0.060251455,0.57
USA,DM,Real Estate,0.001191,-0.222447138,-0.83
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.001185,0.256547713,0.19
USA,DMSC,Capital Goods,0.001184,-0.363054171,-1.85
CHINA,EMSC,Consumer Durables & Apparel,0.001182,0.554457424,-0.28
CHINA,EM,Diversified Financials,0.001176,0.016424336,-0.46
NETHERLANDS,DMSC,Consumer Durables & Apparel,0.001176,-0.114880617,0.845
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.001176,-0.337800754,1.81
SWEDEN,DMSC,Real Estate,0.001176,0.169632736,-3.55
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.001176,-0.178804471,2.4
KOREA,EMSC,Household & Personal Products,0.001167,0.436244429,2000
USA,DM,Technology Hardware & Equipment,0.00116,0.165608034,1.26
USA,DMSC,Consumer Durables & Apparel,0.001158,0.290080572,-2.73
USA,DM,Health Care Equipment & Services,0.001154,0.015137384,-0.68
TAIWAN,EMSC,Semiconductors & Semiconductor Equipment,0.001148,-0.204017775,11
KOREA,EM,Capital Goods,0.001142,0.032345754,1150
GERMANY,DMSC,Technology Hardware & Equipment,0.001141,-0.016689888,-0.15
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.00114,-0.107292442,0.82
USA,DMSC,Capital Goods,0.001136,0.096089746,-0.22
KOREA,EM,Software & Services,0.00113,0.092594811,-5000
USA,DMSC,Banks,0.001129,0.075321282,1.55
UNITED KINGDOM,DM,Banks,0.001125,0.14522585,-1.89
CANADA,DMSC,Transportation,0.001124,-0.236335196,-0.06
SOUTH AFRICA,EMSC,Capital Goods,0.001122,0.076654566,-515
USA,DMSC,Media,0.001117,-0.322083216,0.59
CHINA,EMSC,Software & Services,0.001117,-0.117750601,-0.15
CANADA,DMSC,Materials,0.001115,-0.408871717,0.23
USA,DMSC,Retailing,0.001112,0.914478856,0.41
JAPAN,DMSC,Materials,0.001111,-0.014167698,26
INDONESIA,EMSC,Media,0.001111,-0.256864484,-15
JAPAN,DMSC,Software & Services,0.001111,-0.235092871,21
JAPAN,DMSC,Automobiles & Components,0.001111,0.394130978,-49
ITALY,DMSC,Utilities,0.001111,0.054143306,-0.074
BRAZIL,EM,Materials,0.001111,0.014864149,0.85
PHILIPPINES,EM,Banks,0.001111,0.099889559,0.6
AUSTRALIA,DM,Materials,0.001111,-0.202893417,-0.07
USA,DMSC,Diversified Financials,0.001111,-0.078393676,-0.75
KOREA,EMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.001111,0.395463007,-1200
HONG KONG,DMSC,Diversified Financials,0.001111,0.259645228,-0.04
TAIWAN,EM,Retailing,0.001111,1.147919905,-46
USA,DMSC,Software & Services,0.001111,-0.224284708,-0.4
UNITED KINGDOM,DM,Software & Services,0.001111,-0.204855953,5.7
AUSTRALIA,DM,Media,0.001111,0.345712617,0.215
NETHERLANDS,DMSC,Capital Goods,0.001111,-0.132369583,-0.79
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.001111,-0.27737472,0.37
MALAYSIA,EM,Transportation,0.001111,0.581443886,-0.6
ITALY,DMSC,Utilities,0.001111,0.585536547,-0.104
USA,DMSC,Real Estate,0.001111,-0.117153897,-0.41
GERMANY,DMSC,Capital Goods,0.001111,-0.215979495,1.234
USA,DMSC,Consumer Services,0.001111,-0.147179404,-0.05
SWITZERLAND,DMSC,Real Estate,0.001111,0.681269814,0.5
GERMANY,DMSC,Capital Goods,0.001111,-0.224869359,1.16
ISRAEL,DMSC,Technology Hardware & Equipment,0.001111,-0.303355328,-0.46
PORTUGAL,DMSC,Media,0.001111,-0.193324276,0.014
USA,DMSC,Capital Goods,0.001111,0.128394804,-0.24
KOREA,EMSC,Materials,0.001111,0.710905871,-30500
NETHERLANDS,DMSC,Energy,0.001111,-0.287865959,0.365
USA,DMSC,Telecommunication Services,0.001111,0.198261666,-0.12
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.001111,-0.367773073,0.22
KOREA,EMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.001111,0.053115004,-1600
KOREA,EMSC,Retailing,0.001111,0.187264714,-2050
USA,DMSC,Diversified Financials,0.001111,-0.309952572,0.79
TAIWAN,EMSC,Automobiles & Components,0.001111,0.282415575,-16
USA,DM,Technology Hardware & Equipment,0.001111,0.12545203,-1.45
ITALY,DMSC,Capital Goods,0.001111,-0.282451554,0.1
JAPAN,DMSC,Commercial & Professional Services,0.001111,0.098842355,-126
JAPAN,DMSC,Transportation,0.001111,-0.086759231,-195
INDIA,EMSC,Utilities,0.001111,0.786868563,67.7
SOUTH AFRICA,EMSC,Real Estate,0.001111,-0.342074317,34
USA,DM,Consumer Durables & Apparel,0.001111,-0.261663443,-0.26
CHINA,EM,Media,0.001111,0.328198785,-0.08
USA,DMSC,Consumer Services,0.001111,0.008733506,-0.44
UNITED KINGDOM,DMSC,Retailing,0.001111,0.337649707,20.5
JAPAN,DMSC,Food & Staples Retailing,0.001111,-0.04366144,-80
CHINA,EMSC,Capital Goods,0.001111,1.05,0
ITALY,DMSC,Software & Services,0.001111,0.485193859,-14
CHINA,EMSC,Retailing,0.001111,0.194165183,-0.42
TURKEY,EMSC,Materials,0.001111,1.105925423,-0.09
PHILIPPINES,EM,Diversified Financials,0.001111,0.458963493,40
KOREA,EMSC,Materials,0.001111,-0.191916864,1500
USA,DMSC,Food Beverage & Tobacco,0.001111,0.11062755,0.41
KOREA,EMSC,Capital Goods,0.001111,2.133424008,-1480
JAPAN,DMSC,Health Care Equipment & Services,0.001111,0.319544481,-1188
TAIWAN,EMSC,Consumer Durables & Apparel,0.001111,-0.542686058,3.7
SWITZERLAND,DM,Diversified Financials,0.001111,0.318756034,-0.55
UNITED KINGDOM,DMSC,Diversified Financials,0.001111,-0.478786946,-13.6
NORWAY,DMSC,Capital Goods,0.001111,-0.059580645,-1.1
SINGAPORE,DMSC,Capital Goods,0.001111,0.159834978,0.03
USA,DMSC,Banks,0.001097,0.031426313,3.7
AUSTRIA,DM,Real Estate,0.001093,0.395201704,0.761
USA,DMSC,Real Estate,0.001084,0.062585895,0.26
USA,DMSC,Software & Services,0.001083,0.117554586,0.09
BRAZIL,EMSC,Utilities,0.001074,-0.077355256,3.2
USA,DM,Technology Hardware & Equipment,0.001029,0.038854006,0.64
CHINA,EMSC,Automobiles & Components,0.001022,0.680133755,0.33
CANADA,DM,Diversified Financials,0.001011,-0.101907417,-0.76
AUSTRALIA,DM,Commercial & Professional Services,0.001011,-0.279112416,0.21
CHINA,EM,Utilities,0.001003,-0.066885179,-0.287
TAIWAN,EMSC,Automobiles & Components,0.001003,0.071954567,-1.5
SWEDEN,DMSC,Software & Services,0.001003,0.976931012,12
ITALY,DMSC,Media,0.001,-0.07255095,0.358
KOREA,EMSC,Food Beverage & Tobacco,0.001,0.762772792,-13000
ITALY,DM,Transportation,0.001,0.143159919,-0.57
KOREA,EMSC,Materials,0.001,0.660121295,-430
AUSTRALIA,DM,Consumer Services,0.001,-0.209143815,-0.13
JAPAN,DMSC,Food & Staples Retailing,0.001,-0.264244495,-145
KOREA,EM,"Pharmaceuticals, Biotechnology & Life Sciences",0.001,0.50532408,-9000
FRANCE,DMSC,Automobiles & Components,0.001,0.094495225,-0.925
HONG KONG,DMSC,Consumer Durables & Apparel,0.001,0.751150065,0.94
JAPAN,DMSC,Household & Personal Products,0.001,-0.276075322,-230
JAPAN,DM,Capital Goods,0.001,0.152186502,70
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.001,-0.506757669,0.85
TAIWAN,EMSC,Commercial & Professional Services,0.001,0.223449635,0
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.001,-0.231554664,1.1
JAPAN,DMSC,Transportation,0.001,-0.142585708,-11
JAPAN,DMSC,Consumer Durables & Apparel,0.001,0.555200755,-18
KOREA,EM,Capital Goods,0.001,0.283828742,30
INDIA,EMSC,Materials,0.001,0.086921605,15.7
DENMARK,DMSC,Transportation,0.001,0.034852479,6.6
JAPAN,DMSC,Consumer Services,0.001,0.413072358,225
JAPAN,DMSC,Materials,0.001,0.055289411,168
TAIWAN,EM,Technology Hardware & Equipment,0.001,0.10254881,2.1
FRANCE,DMSC,Commercial & Professional Services,0.001,-0.142884945,-0.005
NETHERLANDS,DMSC,Consumer Services,0.001,-0.198158804,0.44
TAIWAN,EMSC,Health Care Equipment & Services,0.001,-0.591339515,4
KOREA,EMSC,Capital Goods,0.001,-0.494096814,-250
NORWAY,DMSC,Energy,0.001,0.269254186,1.87
KOREA,EMSC,Transportation,0.001,0.125893511,200
TAIWAN,EMSC,Materials,0.001,-0.220122726,-0.4
KOREA,EMSC,Materials,0.001,0.548109023,-5800
USA,DM,Software & Services,0.000995,0.305814323,-0.9
INDIA,EMSC,Media,0.000981,2.126313643,2.55
USA,DMSC,Health Care Equipment & Services,0.00098,0.169797502,0.59
USA,DMSC,Banks,0.000964,-0.25655802,-2.15
USA,DM,Diversified Financials,0.000956,-0.06199348,0.17
KOREA,EMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000938,0.171796585,-1100
CANADA,DMSC,Materials,0.000934,-0.532140037,0
TAIWAN,EMSC,Semiconductors & Semiconductor Equipment,0.000925,0.028920546,-0.35
TAIWAN,EMSC,Semiconductors & Semiconductor Equipment,0.000923,-0.271620106,0.85
NEW ZEALAND,DMSC,Software & Services,0.000918,0.752135538,-1.8
JAPAN,DMSC,Software & Services,0.000918,-0.184960445,126
JAPAN,DMSC,Capital Goods,0.000918,-0.194981143,-245
KOREA,EMSC,Materials,0.000915,-0.086265362,-900
THAILAND,EMSC,Retailing,0.000913,-0.143133771,-0.8
JAPAN,DMSC,Capital Goods,0.000912,-0.116143691,20
JAPAN,DMSC,Commercial & Professional Services,0.000909,0.111433315,360
DENMARK,DMSC,Insurance,0.000909,-0.045741169,-9.2
JAPAN,DMSC,Media,0.000909,0.552530272,-112
JAPAN,DMSC,Consumer Services,0.000909,-0.359474736,0
INDIA,EMSC,Consumer Durables & Apparel,0.000909,-0.135338178,17.45
ISRAEL,DMSC,Real Estate,0.000909,-0.192051427,300
INDIA,EMSC,Capital Goods,0.000909,-0.06790791,11.7
JAPAN,DMSC,Automobiles & Components,0.000909,0.094642034,116
FINLAND,DMSC,Software & Services,0.000909,-0.072911084,-0.15
JAPAN,DMSC,Retailing,0.000909,-0.375115707,25
TAIWAN,EMSC,Consumer Durables & Apparel,0.000909,-0.200079286,0.05
TAIWAN,EMSC,Materials,0.000909,-0.328012426,0.25
JAPAN,DMSC,Consumer Durables & Apparel,0.000909,-0.234755974,122
TAIWAN,EMSC,Real Estate,0.000909,-0.271120786,-0.3
KOREA,EMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000909,1.064928234,-4400
KOREA,EMSC,Materials,0.000909,0.69654978,-2400
JAPAN,DMSC,Capital Goods,0.000909,-0.070528698,68
KOREA,EMSC,Capital Goods,0.000909,0.052257581,-7900
TAIWAN,EMSC,Banks,0.000909,0.244239773,-0.09
USA,DMSC,Capital Goods,0.000909,-0.003911861,2.0254
JAPAN,DM,Media,0.000909,0.202777874,10
HONG KONG,DMSC,Consumer Durables & Apparel,0.000909,0.014183592,0.06
KOREA,EMSC,Automobiles & Components,0.000909,0.421591739,-660
USA,DMSC,Materials,0.000909,-0.412859032,1.47
ITALY,DMSC,Utilities,0.000909,0.147279329,-0.242
JAPAN,DMSC,Capital Goods,0.000909,0.333472393,-51
JAPAN,DM,Retailing,0.000909,0.277324821,37
SWEDEN,DMSC,Consumer Services,0.000909,1.172176092,19.5
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000909,0.151980249,-1.05
SWEDEN,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000909,-0.327185419,0.6
INDIA,EM,Health Care Equipment & Services,0.000909,0.761062486,95.2
KOREA,EMSC,Real Estate,0.000909,0.218790892,-230
TAIWAN,EMSC,Technology Hardware & Equipment,0.000909,0.119783971,5
TAIWAN,EMSC,Materials,0.000909,-0.3403511,0.2
JAPAN,DMSC,Food Beverage & Tobacco,0.000909,0.406097873,-162
SPAIN,DMSC,Consumer Services,0.000909,-0.046668615,-0.25
MALAYSIA,EMSC,Software & Services,0.000909,0.065587292,0.18
TAIWAN,EMSC,Semiconductors & Semiconductor Equipment,0.000909,-0.281033517,0.85
USA,DMSC,Banks,0.000903,-0.252343776,0.44
USA,DMSC,Software & Services,0.000895,0.141356674,-2.7
INDIA,EMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000891,-0.400723569,49.3
HONG KONG,DM,Semiconductors & Semiconductor Equipment,0.00089,0.105735475,9.2
THAILAND,EMSC,Real Estate,0.000889,-0.216337537,-0.14
INDIA,EMSC,Health Care Equipment & Services,0.000889,0.198702207,6.55
THAILAND,EMSC,Diversified Financials,0.000889,0.156495213,-3
THAILAND,EMSC,Transportation,0.000889,-0.555411803,-0.55
THAILAND,EM,Transportation,0.000889,-0.505916268,-0.1
MEXICO,EM,Capital Goods,0.000887,-0.372530435,0.02
UNITED KINGDOM,DMSC,Energy,0.000873,-0.313413698,-5.5
USA,DMSC,Household & Personal Products,0.000872,-0.077645251,-1.09
USA,DMSC,Banks,0.000871,0.719904727,0.55
TAIWAN,EMSC,Household & Personal Products,0.000869,-0.427144709,2.5
USA,DMSC,Retailing,0.000862,0.200544255,0
USA,DMSC,Real Estate,0.000855,-0.209870532,-1.09
ISRAEL,DMSC,Semiconductors & Semiconductor Equipment,0.000855,-0.234256557,-317
FRANCE,DM,Capital Goods,0.000853,-0.122167638,-19.55
TAIWAN,EMSC,Semiconductors & Semiconductor Equipment,0.000849,-0.049224856,0.2
DENMARK,DMSC,Health Care Equipment & Services,0.000848,0.164982943,-29.5
FRANCE,DMSC,Capital Goods,0.000841,0.079229035,1.145
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000839,1.201676891,2.75
JAPAN,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000838,-0.133445653,-270
FRANCE,DM,Consumer Services,0.000837,-0.141935604,-1.375
UNITED KINGDOM,DMSC,Retailing,0.000835,0.071459607,33
JAPAN,DMSC,Retailing,0.000835,0.209962307,-31
JAPAN,DM,Health Care Equipment & Services,0.000834,-0.051890144,-160
SWITZERLAND,DMSC,Consumer Durables & Apparel,0.000833,-0.003078679,22
INDONESIA,EMSC,Food Beverage & Tobacco,0.000833,0.355185937,-110
JAPAN,DMSC,Retailing,0.000833,0.165945082,39
JAPAN,DMSC,Materials,0.000833,0.497941322,20
JAPAN,DMSC,Capital Goods,0.000833,0.114899531,44
USA,DMSC,Media,0.000833,-0.247332706,-0.31
TAIWAN,EMSC,Materials,0.000833,-0.297121661,-0.7
RUSSIA,EM,Diversified Financials,0.000833,0.113851918,14.35
TAIWAN,EMSC,Technology Hardware & Equipment,0.000833,-0.312671703,-0.15
TAIWAN,EMSC,Capital Goods,0.000833,-0.170409075,-44
KOREA,EMSC,Health Care Equipment & Services,0.000833,0.140016898,100
TAIWAN,EMSC,Consumer Durables & Apparel,0.000833,-0.611448003,-0.05
JAPAN,DMSC,Retailing,0.000833,0.559835474,-85
FRANCE,DMSC,Consumer Services,0.000833,0.120798503,-1.52
TAIWAN,EMSC,Commercial & Professional Services,0.000833,-0.001461003,-6
AUSTRALIA,DM,Materials,0.000833,-0.376715142,0.1
SWITZERLAND,DMSC,Capital Goods,0.000833,0.735102367,11
JAPAN,DMSC,Health Care Equipment & Services,0.000833,-0.10055694,160
JAPAN,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000833,0.318978443,140
SPAIN,DMSC,Materials,0.000833,-0.031950785,-1.87
JAPAN,DMSC,Health Care Equipment & Services,0.000833,0.00705204,-5
KOREA,EMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000833,0.622752871,-14100
USA,DMSC,Retailing,0.000833,-0.166896749,0
INDIA,EMSC,Capital Goods,0.000833,0.345496801,9.45
KOREA,EMSC,Automobiles & Components,0.000833,0.182032088,-150
JAPAN,DMSC,Technology Hardware & Equipment,0.000833,0.126991131,-70
JAPAN,DMSC,Commercial & Professional Services,0.000833,0.155381743,-4
ISRAEL,DMSC,Real Estate,0.000833,-0.282231947,43.5
TAIWAN,EM,"Pharmaceuticals, Biotechnology & Life Sciences",0.000826,-0.284764512,-10
USA,DMSC,Software & Services,0.000824,-0.10283092,-0.5
USA,DMSC,Health Care Equipment & Services,0.000822,0.533677413,5.23
USA,DM,Materials,0.00082,-0.066242725,0.08
UNITED KINGDOM,DMSC,Real Estate,0.000817,0.34239411,-0.04
CHINA,EMSC,Software & Services,0.000813,-0.181795181,0.287
USA,DM,Software & Services,0.000803,-0.079422633,0.29
POLAND,EMSC,Software & Services,0.000803,0.377362891,-11.63
USA,DMSC,Utilities,0.000802,-0.36862253,-0.18
CHINA,EMSC,Health Care Equipment & Services,0.000802,-0.354517263,0
CANADA,DMSC,Diversified Financials,0.000793,-0.405123206,0.22
USA,DMSC,Banks,0.000792,-0.210628636,2.65
USA,DMSC,Technology Hardware & Equipment,0.000791,0.396955594,-1.65
USA,DMSC,Health Care Equipment & Services,0.00079,0.157806387,3.27
USA,DMSC,Banks,0.000786,-0.138009792,1.75
TAIWAN,EMSC,Capital Goods,0.00078,-0.483358627,-0.6
USA,DMSC,Retailing,0.000775,-0.376254785,2.68
ISRAEL,DMSC,Telecommunication Services,0.000771,0.42260176,-74
USA,DMSC,Food & Staples Retailing,0.000771,-0.297604102,1.1
USA,DMSC,Consumer Services,0.000771,-0.01195067,-3.14
JAPAN,DMSC,Diversified Financials,0.000769,-0.134372451,-10
SOUTH AFRICA,EMSC,Materials,0.000769,0.019818587,154
JAPAN,DMSC,Food Beverage & Tobacco,0.000769,-0.223795429,-275
JAPAN,DMSC,Real Estate,0.000769,-0.11693354,-69
TAIWAN,EMSC,Consumer Durables & Apparel,0.000769,-0.411347502,-1.5
FRANCE,DM,Utilities,0.000769,-0.001364443,0.215
JAPAN,DMSC,Capital Goods,0.000769,-0.200347201,73
KOREA,EM,Capital Goods,0.000769,0.198818987,-600
JAPAN,DM,Automobiles & Components,0.000769,-0.128759959,72
AUSTRIA,DM,Consumer Services,0.000769,-0.277601,-2.3
JAPAN,DMSC,Capital Goods,0.000769,0.057924838,4
TAIWAN,EMSC,Retailing,0.000769,0.103847591,0.2
JAPAN,DM,Consumer Services,0.000769,0.121223003,-10
JAPAN,DMSC,Software & Services,0.000769,-0.076176737,-29
JAPAN,DMSC,Commercial & Professional Services,0.000769,0.100032304,-101
JAPAN,DMSC,Transportation,0.000769,0.015017085,-150
SWEDEN,DMSC,Diversified Financials,0.000769,-0.187691453,2.75
SOUTH AFRICA,EM,Diversified Financials,0.000769,0.266256096,566
AUSTRALIA,DM,Commercial & Professional Services,0.000769,-0.058431327,0.38
GERMANY,DMSC,Real Estate,0.000769,0.619813873,-1.844
MALAYSIA,EMSC,Semiconductors & Semiconductor Equipment,0.000769,-0.248712693,-0.15
JAPAN,DMSC,Household & Personal Products,0.000769,-0.303205394,-440
USA,DMSC,Energy,0.000769,0.217261417,0.74
JAPAN,DM,Automobiles & Components,0.000769,-0.019933143,139
JAPAN,DMSC,Technology Hardware & Equipment,0.000769,-0.130623481,-227
JAPAN,DMSC,Technology Hardware & Equipment,0.000769,-0.193914947,212
POLAND,EM,Insurance,0.000769,0.060877416,-0.18
KOREA,EMSC,Diversified Financials,0.000769,1.347786719,75
RUSSIA,EM,Energy,0.000769,0.254260894,-9
FINLAND,DMSC,Capital Goods,0.000769,-0.132442057,-0.55
SPAIN,DM,Transportation,0.000769,0.002787319,0.165
JAPAN,DMSC,Retailing,0.000769,0.406029756,-19
SOUTH AFRICA,EM,Health Care Equipment & Services,0.000769,-0.313682853,14
